dataTimestamp,familyLoadPower,familyLoadPowerStr,name,warningInfoData,inverterTemperature,inverterTemperatureUnit,batteryPower,batteryPowerStr,batteryCapacitySoc,psum,psumStr,iPv1,iPv2,iPv3,iPv4,uPv1,uPv2,uPv3,uPv4,timeStr,bypassLoadPower,bypassLoadPowerStr
1707389332136,0,kW,,512,30.6,℃,-3.45,kW,80,0,kW,0,0,0,0,0,0,0,0,2024-02-08 19:48:52,,
1707389403523,0,kW,,512,30.7,℃,-3.447,kW,80,-0.073,kW,0,0,0,0,0,0,0,0,2024-02-08 19:50:03,,
1707389451944,0,kW,,512,30.8,℃,-3.443,kW,79,-0.032,kW,0,0,0,0,0,0,0,0,2024-02-08 19:50:51,,
1707389572166,0,kW,,512,30.8,℃,-3.481,kW,79,-0.072,kW,0,0,0,0,0,0,0,0,2024-02-08 19:52:52,,
1707389703237,0,kW,,512,31,℃,-3.549,kW,78,-0.073,kW,0,0,0,0,0,0,0,0,2024-02-08 19:55:03,,
1707389755052,0,kW,,512,31,℃,-3.435,kW,78,-0.041,kW,0,0,0,0,0,0,0,0,2024-02-08 19:55:55,,
1707389932097,0,kW,,512,31,℃,-3.546,kW,78,-0.065,kW,0,0,0,0,0,0,0,0,2024-02-08 19:58:52,,
1707390003271,0,kW,,512,31.1,℃,-3.467,kW,78,-0.036,kW,0,0,0,0,0,0,0,0,2024-02-08 20:00:03,,
1707390051199,0,kW,,512,31.2,℃,-3.613,kW,77,0.027,kW,0,0,0,0,0,0,0,0,2024-02-08 20:00:51,,
1707390173153,0,kW,,512,31.2,℃,-3.613,kW,77,0.027,kW,0,0,0,0,0,0,0,0,2024-02-08 20:02:53,,
1707390303514,0,kW,,512,31.1,℃,-3.308,kW,77,-0.079,kW,0,0,0,0,0,0,0,0,2024-02-08 20:05:03,,
1707390354920,0,kW,,512,31,℃,-3.307,kW,76,-0.072,kW,0,0,0,0,0,0,0,0,2024-02-08 20:05:54,,
1707390531766,0,kW,,512,31,℃,-3.38,kW,76,-0.099,kW,0,0,0,0,0,0,0,0,2024-02-08 20:08:51,,
1707390603236,0,kW,,512,31,℃,-3.339,kW,76,-0.012,kW,0,0,0,0,0,0,0,0,2024-02-08 20:10:03,,
1707390652286,0,kW,,512,31,℃,-3.336,kW,75,-0.123,kW,0,0,0,0,0,0,0,0,2024-02-08 20:10:52,,
1707390771786,0,kW,,512,31,℃,-3.373,kW,75,-0.001,kW,0,0,0,0,0,0,0,0,2024-02-08 20:12:51,,
1707390903067,0,kW,,512,31.1,℃,-3.477,kW,75,0.026,kW,0,0,0,0,0,0,0,0,2024-02-08 20:15:03,,
1707390954983,0,kW,,512,31.1,℃,-3.625,kW,74,-0.175,kW,0,0,0,0,0,0,0,0,2024-02-08 20:15:54,,
1707391132242,0,kW,,512,31.2,℃,-3.474,kW,74,0.017,kW,0,0,0,0,0,0,0,0,2024-02-08 20:18:52,,
1707391203428,0,kW,,512,31.2,℃,-3.507,kW,74,-0.023,kW,0,0,0,0,0,0,0,0,2024-02-08 20:20:03,,
1707391252251,0,kW,,512,31.2,℃,-3.615,kW,73,-0.008,kW,0,0,0,0,0,0,0,0,2024-02-08 20:20:52,,
1707391372165,0,kW,,512,31.2,℃,-3.614,kW,73,-0.051,kW,0,0,0,0,0,0,0,0,2024-02-08 20:22:52,,
1707391503134,0,kW,,512,31.1,℃,-3.311,kW,73,-0.002,kW,0,0,0,0,0,0,0,0,2024-02-08 20:25:03,,
1707391555051,0,kW,,512,31.1,℃,-3.42,kW,72,-0.003,kW,0,0,0,0,0,0,0,0,2024-02-08 20:25:55,,
1707391732197,0,kW,,512,31.1,℃,-3.417,kW,72,0.003,kW,0,0,0,0,0,0,0,0,2024-02-08 20:28:52,,
1707391803172,0,kW,,512,31.1,℃,-3.413,kW,72,-0.009,kW,0,0,0,0,0,0,0,0,2024-02-08 20:30:03,,
1707391850681,0,kW,,512,31.1,℃,-3.337,kW,72,-0.006,kW,0,0,0,0,0,0,0,0,2024-02-08 20:30:50,,
1707391972124,0,kW,,512,31.1,℃,-3.52,kW,72,-0.05,kW,0,0,0,0,0,0,0,0,2024-02-08 20:32:52,,
1707392103206,0,kW,,512,31.1,℃,-3.511,kW,71,-0.083,kW,0,0,0,0,0,0,0,0,2024-02-08 20:35:03,,
1707392155120,0,kW,,512,31.1,℃,-3.399,kW,71,-0.007,kW,0,0,0,0,0,0,0,0,2024-02-08 20:35:55,,
1707392331968,0,kW,,0,30.8,℃,-0.074,kW,70,-3.373,kW,0,0,0,0,0,0,0,0,2024-02-08 20:38:51,,
1707392403330,0,kW,,512,29.1,℃,-0.037,kW,70,-3.401,kW,0,0,0,0,0,0,0,0,2024-02-08 20:40:03,,
1707392452193,0,kW,,0,27.9,℃,-0.075,kW,70,-3.412,kW,0,0,0,0,0,0,0,0,2024-02-08 20:40:52,,
1707392702861,0,kW,,512,26.3,℃,-0.075,kW,70,-3.53,kW,0,0,0,0,0,0,0,0,2024-02-08 20:45:02,,
1707392755084,0,kW,,512,26,℃,-0.075,kW,70,-3.485,kW,0,0,0,0,0,0,0,0,2024-02-08 20:45:55,,
1707392931926,0,kW,,512,25.8,℃,-0.037,kW,70,-3.219,kW,0,0,0,0,0,0,0,0,2024-02-08 20:48:51,,
1707393003201,0,kW,,512,25.4,℃,-0.037,kW,70,-3.273,kW,0,0,0,0,0,0,0,0,2024-02-08 20:50:03,,
1707393051844,0,kW,,512,25,℃,-0.037,kW,70,-3.304,kW,0,0,0,0,0,0,0,0,2024-02-08 20:50:51,,
1707393171751,0,kW,,512,25,℃,-0.075,kW,70,-3.265,kW,0,0,0,0,0,0,0,0,2024-02-08 20:52:51,,
1707393303130,0,kW,,512,24.4,℃,-0.075,kW,70,-3.218,kW,0,0,0,0,0,0,0,0,2024-02-08 20:55:03,,
1707393355050,0,kW,,512,24.3,℃,-0.037,kW,70,-3.275,kW,0,0,0,0,0,0,0,0,2024-02-08 20:55:55,,
1707393532095,0,kW,,512,24.2,℃,-0.037,kW,70,-3.229,kW,0,0,0,0,0,0,0,0,2024-02-08 20:58:52,,
1707393603169,0,kW,,512,24,℃,-0.037,kW,70,-3.254,kW,0,0,0,0,0,0,0,0,2024-02-08 21:00:03,,
1707393651089,0,kW,,512,23.9,℃,-0.037,kW,70,-3.326,kW,0,0,0,0,0,0,0,0,2024-02-08 21:00:51,,
1707393772119,0,kW,,512,23.9,℃,-0.037,kW,70,-3.437,kW,0,0,0,0,0,0,0,0,2024-02-08 21:02:52,,
1707393903197,0,kW,,512,23.6,℃,-0.037,kW,70,-3.543,kW,0,0,0,0,0,0,0,0,2024-02-08 21:05:03,,
1707393955112,0,kW,,512,23.5,℃,-0.037,kW,70,-3.235,kW,0,0,0,0,0,0,0,0,2024-02-08 21:05:55,,
1707394131655,0,kW,,512,23.5,℃,-0.037,kW,70,-3.238,kW,0,0,0,0,0,0,0,0,2024-02-08 21:08:51,,
1707394203134,0,kW,,0,23.3,℃,-0.037,kW,70,-3.476,kW,0,0,0,0,0,0,0,0,2024-02-08 21:10:03,,
1707394252690,0,kW,,512,23.3,℃,-0.037,kW,70,-3.309,kW,0,0,0,0,0,0,0,0,2024-02-08 21:10:52,,
1707394503167,0,kW,,512,23.1,℃,-0.037,kW,70,-3.304,kW,0,0,0,0,0,0,0,0,2024-02-08 21:15:03,,
1707394555079,0,kW,,512,23.1,℃,-0.037,kW,70,-3.402,kW,0,0,0,0,0,0,0,0,2024-02-08 21:15:55,,
1707394731822,0,kW,,512,23,℃,-0.037,kW,70,-3.293,kW,0,0,0,0,0,0,0,0,2024-02-08 21:18:51,,
1707394803096,0,kW,,512,22.9,℃,-0.037,kW,70,-3.382,kW,0,0,0,0,0,0,0,0,2024-02-08 21:20:03,,
1707394852143,0,kW,,512,22.9,℃,-0.037,kW,70,-3.273,kW,0,0,0,0,0,0,0,0,2024-02-08 21:20:52,,
1707395103333,0,kW,,0,22.7,℃,-0.037,kW,70,-3.328,kW,0,0,0,0,0,0,0,0,2024-02-08 21:25:03,,
1707395155152,0,kW,,0,22.7,℃,-0.037,kW,70,-3.283,kW,0,0,0,0,0,0,0,0,2024-02-08 21:25:55,,
1707395332402,0,kW,,0,22.7,℃,-0.037,kW,70,-3.345,kW,0,0,0,0,0,0,0,0,2024-02-08 21:28:52,,
1707395403269,0,kW,,0,22.7,℃,-0.075,kW,70,-3.34,kW,0,0,0,0,0,0,0,0,2024-02-08 21:30:03,,
1707395451299,0,kW,,512,22.6,℃,-0.037,kW,70,-3.295,kW,0,0,0,0,0,0,0,0,2024-02-08 21:30:51,,
1707395571823,0,kW,,512,22.6,℃,-0.037,kW,70,-3.609,kW,0,0,0,0,0,0,0,0,2024-02-08 21:32:51,,
1707395703300,0,kW,,512,22.5,℃,-0.037,kW,70,-3.371,kW,0,0,0,0,0,0,0,0,2024-02-08 21:35:03,,
1707395755128,0,kW,,512,22.5,℃,-0.037,kW,70,-3.319,kW,0,0,0,0,0,0,0,0,2024-02-08 21:35:55,,
1707395931753,0,kW,,512,22.5,℃,-0.037,kW,70,-3.27,kW,0,0,0,0,0,0,0,0,2024-02-08 21:38:51,,
1707396003441,0,kW,,512,22.5,℃,-0.075,kW,70,-3.274,kW,0,0,0,0,0,0,0,0,2024-02-08 21:40:03,,
1707396051871,0,kW,,0,22.4,℃,-0.037,kW,70,-3.328,kW,0,0,0,0,0,0,0,0,2024-02-08 21:40:51,,
1707396172803,0,kW,,512,22.4,℃,-0.037,kW,70,-3.372,kW,0,0,0,0,0,0,0,0,2024-02-08 21:42:52,,
1707396303162,0,kW,,512,22.3,℃,-0.037,kW,70,-3.433,kW,0,0,0,0,0,0,0,0,2024-02-08 21:45:03,,
1707396355080,0,kW,,512,22.3,℃,-0.037,kW,70,-3.371,kW,0,0,0,0,0,0,0,0,2024-02-08 21:45:55,,
1707396536532,0,kW,,512,22.3,℃,-0.037,kW,70,-3.155,kW,0,0,0,0,0,0,0,0,2024-02-08 21:48:56,,
1707396603300,0,kW,,512,22.2,℃,-0.037,kW,70,-3.211,kW,0,0,0,0,0,0,0,0,2024-02-08 21:50:03,,
1707396652350,0,kW,,512,22.2,℃,-0.037,kW,70,-3.204,kW,0,0,0,0,0,0,0,0,2024-02-08 21:50:52,,
1707396772159,0,kW,,512,22.2,℃,-0.037,kW,70,-3.255,kW,0,0,0,0,0,0,0,0,2024-02-08 21:52:52,,
1707396903022,0,kW,,512,22.2,℃,-0.037,kW,70,-3.364,kW,0,0,0,0,0,0,0,0,2024-02-08 21:55:03,,
1707396955144,0,kW,,512,22.2,℃,-0.037,kW,70,-3.172,kW,0,0,0,0,0,0,0,0,2024-02-08 21:55:55,,
1707397131894,0,kW,,512,22.2,℃,-0.037,kW,70,-3.222,kW,0,0,0,0,0,0,0,0,2024-02-08 21:58:51,,
1707397203159,0,kW,,512,22.1,℃,-0.037,kW,70,-3.227,kW,0,0,0,0,0,0,0,0,2024-02-08 22:00:03,,
1707397251491,0,kW,,0,22.1,℃,-0.037,kW,70,-3.322,kW,0,0,0,0,0,0,0,0,2024-02-08 22:00:51,,
1707397372837,0,kW,,512,22.1,℃,-0.037,kW,70,-3.322,kW,0,0,0,0,0,0,0,0,2024-02-08 22:02:52,,
1707397492337,0,kW,,512,22.1,℃,-0.037,kW,70,-3.164,kW,0,0,0,0,0,0,0,0,2024-02-08 22:04:52,,
1707397555110,0,kW,,512,22,℃,-0.037,kW,70,-3.264,kW,0,0,0,0,0,0,0,0,2024-02-08 22:05:55,,
1707397731854,0,kW,,512,22,℃,-0.037,kW,70,-3.312,kW,0,0,0,0,0,0,0,0,2024-02-08 22:08:51,,
1707397804150,0,kW,,512,22,℃,-0.037,kW,70,-3.216,kW,0,0,0,0,0,0,0,0,2024-02-08 22:10:04,,
1707397852173,0,kW,,0,22,℃,-0.037,kW,70,-3.208,kW,0,0,0,0,0,0,0,0,2024-02-08 22:10:52,,
1707398103160,0,kW,,0,22,℃,-0.037,kW,70,-3.459,kW,0,0,0,0,0,0,0,0,2024-02-08 22:15:03,,
1707398155086,0,kW,,512,21.9,℃,-0.037,kW,70,-3.463,kW,0,0,0,0,0,0,0,0,2024-02-08 22:15:55,,
1707398332130,0,kW,,512,21.9,℃,-0.037,kW,69,-3.27,kW,0,0,0,0,0,0,0,0,2024-02-08 22:18:52,,
1707398403092,0,kW,,512,21.9,℃,-0.037,kW,69,-3.228,kW,0,0,0,0,0,0,0,0,2024-02-08 22:20:03,,
1707398452139,0,kW,,0,21.8,℃,-0.037,kW,69,-3.282,kW,0,0,0,0,0,0,0,0,2024-02-08 22:20:52,,
1707398703328,0,kW,,512,21.8,℃,-0.037,kW,69,-3.25,kW,0,0,0,0,0,0,0,0,2024-02-08 22:25:03,,
1707398755144,0,kW,,0,21.8,℃,-0.037,kW,69,-3.247,kW,0,0,0,0,0,0,0,0,2024-02-08 22:25:55,,
1707398932296,0,kW,,512,21.8,℃,-0.037,kW,69,-3.278,kW,0,0,0,0,0,0,0,0,2024-02-08 22:28:52,,
1707399003259,0,kW,,512,21.8,℃,-0.037,kW,69,-3.732,kW,0,0,0,0,0,0,0,0,2024-02-08 22:30:03,,
1707399050875,0,kW,,512,21.8,℃,-0.037,kW,69,-0.465,kW,0,0,0,0,0,0,0,0,2024-02-08 22:30:50,,
1707399302988,0,kW,,512,21.8,℃,-0.372,kW,69,-0.004,kW,0,0,0,0,0,0,0,0,2024-02-08 22:35:02,,
1707399355106,0.059,kW,,512,21.8,℃,-0.074,kW,69,-0.031,kW,0,0,0,0,0,0,0,0,2024-02-08 22:35:55,,
1707399532875,0,kW,,512,21.8,℃,-0.891,kW,69,-0.106,kW,0,0,0,0,0,0,0,0,2024-02-08 22:38:52,,
1707399603327,0,kW,,512,21.8,℃,-0.409,kW,69,-0.007,kW,0,0,0,0,0,0,0,0,2024-02-08 22:40:03,,
1707399652172,0,kW,,512,21.8,℃,-0.186,kW,69,-0.076,kW,0,0,0,0,0,0,0,0,2024-02-08 22:40:52,,
1707399903462,0,kW,,512,21.8,℃,-0.149,kW,69,-0.076,kW,0,0,0,0,0,0,0,0,2024-02-08 22:45:03,,
1707399955072,0,kW,,512,21.8,℃,-0.074,kW,69,-0.016,kW,0,0,0,0,0,0,0,0,2024-02-08 22:45:55,,
1707400132124,0.08,kW,,512,21.8,℃,-0.408,kW,69,0.004,kW,0,0,0,0,0,0,0,0,2024-02-08 22:48:52,,
1707400203394,0,kW,,512,21.8,℃,-0.074,kW,69,-0.033,kW,0,0,0,0,0,0,0,0,2024-02-08 22:50:03,,
1707400251624,0,kW,,512,21.8,℃,-0.037,kW,69,-0.058,kW,0,0,0,0,0,0,0,0,2024-02-08 22:50:51,,
1707400503325,0,kW,,512,21.7,℃,-0.705,kW,69,-0.012,kW,0,0,0,0,0,0,0,0,2024-02-08 22:55:03,,
1707400555142,0,kW,,512,21.7,℃,-0.631,kW,69,-0.013,kW,0,0,0,0,0,0,0,0,2024-02-08 22:55:55,,
1707400731987,0,kW,,512,21.7,℃,-0.111,kW,69,-0.054,kW,0,0,0,0,0,0,0,0,2024-02-08 22:58:51,,
1707400803155,0,kW,,512,21.7,℃,-0.297,kW,69,-0.065,kW,0,0,0,0,0,0,0,0,2024-02-08 23:00:03,,
1707400856608,0,kW,,512,21.7,℃,-1,kW,69,-0.053,kW,0,0,0,0,0,0,0,0,2024-02-08 23:00:56,,
1707400973344,0,kW,,512,21.7,℃,-1.037,kW,69,-0.021,kW,0,0,0,0,0,0,0,0,2024-02-08 23:02:53,,
1707401093051,0,kW,,512,21.7,℃,-0.704,kW,69,0.018,kW,0,0,0,0,0,0,0,0,2024-02-08 23:04:53,,
1707401102983,0,kW,,512,21.7,℃,-0.074,kW,69,-0.095,kW,0,0,0,0,0,0,0,0,2024-02-08 23:05:02,,
1707401155107,0,kW,,512,21.7,℃,-0.296,kW,68,-0.063,kW,0,0,0,0,0,0,0,0,2024-02-08 23:05:55,,
1707401332365,0,kW,,512,21.6,℃,-0.593,kW,68,-0.064,kW,0,0,0,0,0,0,0,0,2024-02-08 23:08:52,,
1707401403325,0,kW,,512,21.6,℃,-0.296,kW,68,-0.081,kW,0,0,0,0,0,0,0,0,2024-02-08 23:10:03,,
1707401452683,0,kW,,512,21.6,℃,-0.667,kW,68,-0.109,kW,0,0,0,0,0,0,0,0,2024-02-08 23:10:52,,
1707401702949,0,kW,,512,21.6,℃,-0.185,kW,68,-0.005,kW,0,0,0,0,0,0,0,0,2024-02-08 23:15:02,,
1707401755171,0,kW,,512,21.6,℃,-0.704,kW,68,0.163,kW,0,0,0,0,0,0,0,0,2024-02-08 23:15:55,,
1707401932430,0,kW,,512,21.6,℃,-0.63,kW,68,-0.088,kW,0,0,0,0,0,0,0,0,2024-02-08 23:18:52,,
1707402003599,0,kW,,512,21.5,℃,-0.555,kW,68,-0.081,kW,0,0,0,0,0,0,0,0,2024-02-08 23:20:03,,
1707402052854,0.05,kW,,512,21.5,℃,-0.037,kW,68,-0.017,kW,0,0,0,0,0,0,0,0,2024-02-08 23:20:52,,
1707402172455,0,kW,,512,21.5,℃,-0.444,kW,68,-0.062,kW,0,0,0,0,0,0,0,0,2024-02-08 23:22:52,,
1707402303119,0,kW,,512,21.5,℃,-0.259,kW,68,-0.069,kW,0,0,0,0,0,0,0,0,2024-02-08 23:25:03,,
1707402355149,0,kW,,512,21.5,℃,-0.222,kW,68,-0.081,kW,0,0,0,0,0,0,0,0,2024-02-08 23:25:55,,
1707402532400,0,kW,,512,21.5,℃,-0.961,kW,68,-0.029,kW,0,0,0,0,0,0,0,0,2024-02-08 23:28:52,,
1707402603152,0,kW,,512,21.5,℃,-0.222,kW,68,-0.042,kW,0,0,0,0,0,0,0,0,2024-02-08 23:30:03,,
1707402651177,0,kW,,512,21.4,℃,-0.333,kW,68,-0.088,kW,0,0,0,0,0,0,0,0,2024-02-08 23:30:51,,
1707402772630,0,kW,,512,21.4,℃,-0.111,kW,68,-0.086,kW,0,0,0,0,0,0,0,0,2024-02-08 23:32:52,,
1707402903184,0,kW,,512,21.4,℃,-0.739,kW,68,-0.013,kW,0,0,0,0,0,0,0,0,2024-02-08 23:35:03,,
1707402955097,0,kW,,512,21.4,℃,-0.222,kW,68,-0.054,kW,0,0,0,0,0,0,0,0,2024-02-08 23:35:55,,
1707403137069,0,kW,,512,21.4,℃,-0.518,kW,68,-0.02,kW,0,0,0,0,0,0,0,0,2024-02-08 23:38:57,,
1707403203533,0,kW,,512,21.3,℃,-0.074,kW,68,-0.002,kW,0,0,0,0,0,0,0,0,2024-02-08 23:40:03,,
1707403252684,0,kW,,512,21.3,℃,-0.739,kW,67,-0.063,kW,0,0,0,0,0,0,0,0,2024-02-08 23:40:52,,
1707403503973,0.089,kW,,512,21.3,℃,-0.074,kW,67,-0.032,kW,0,0,0,0,0,0,0,0,2024-02-08 23:45:03,,
1707403555187,0,kW,,512,21.3,℃,-0.259,kW,67,-0.066,kW,0,0,0,0,0,0,0,0,2024-02-08 23:45:55,,
1707403732581,0,kW,,512,21.3,℃,-0.739,kW,67,-0.022,kW,0,0,0,0,0,0,0,0,2024-02-08 23:48:52,,
1707403803390,0,kW,,512,21.3,℃,-0.665,kW,67,-0.052,kW,0,0,0,0,0,0,0,0,2024-02-08 23:50:03,,
1707403852440,0.052,kW,,512,21.2,℃,-0.369,kW,67,-0.007,kW,0,0,0,0,0,0,0,0,2024-02-08 23:50:52,,
1707403972759,0,kW,,512,21.2,℃,-0.443,kW,67,-0.031,kW,0,0,0,0,0,0,0,0,2024-02-08 23:52:52,,
1707404103219,0,kW,,512,21.2,℃,-0.074,kW,67,0.018,kW,0,0,0,0,0,0,0,0,2024-02-08 23:55:03,,
1707404155138,0,kW,,512,21.2,℃,-0.111,kW,67,-0.06,kW,0,0,0,0,0,0,0,0,2024-02-08 23:55:55,,
1707404332491,0,kW,,512,21.2,℃,-0.738,kW,67,-0.098,kW,0,0,0,0,0,0,0,0,2024-02-08 23:58:52,,
1707404451801,0,kW,,512,21.2,℃,-0.185,kW,67,-0.02,kW,0,0,0,0,0,0,0,0,2024-02-09 0:00:51,,
1707404572314,0,kW,,512,21.2,℃,-0.701,kW,67,-0.068,kW,0,0,0,0,0,0,0,0,2024-02-09 0:02:52,,
1707404703594,0,kW,,512,21.2,℃,-1.032,kW,67,0.029,kW,0,0,0,0,0,0,0,0,2024-02-09 0:05:03,,
1707404755128,0,kW,,512,21.2,℃,-1.142,kW,67,0.025,kW,0,0,0,0,0,0,0,0,2024-02-09 0:05:55,,
1707404932356,0.125,kW,,512,21.2,℃,-0.111,kW,67,-0.016,kW,0,0,0,0,0,0,0,0,2024-02-09 0:08:52,,
1707405003423,0,kW,,512,21.2,℃,-0.074,kW,67,-0.137,kW,0,0,0,0,0,0,0,0,2024-02-09 0:10:03,,
1707405053395,0.109,kW,,512,21.2,℃,-0.627,kW,67,-0.026,kW,0,0,0,0,0,0,0,0,2024-02-09 0:10:53,,
1707405172179,0,kW,,512,21.2,℃,-1.179,kW,67,-0.004,kW,0,0,0,0,0,0,0,0,2024-02-09 0:12:52,,
1707405303254,0,kW,,512,21.1,℃,-0.405,kW,66,-0.101,kW,0,0,0,0,0,0,0,0,2024-02-09 0:15:03,,
1707405355172,0.08,kW,,512,21.1,℃,-0.037,kW,66,-0.014,kW,0,0,0,0,0,0,0,0,2024-02-09 0:15:55,,
1707405532735,0,kW,,512,21,℃,-1.068,kW,66,-0.044,kW,0,0,0,0,0,0,0,0,2024-02-09 0:18:52,,
1707405603182,0,kW,,512,21,℃,-0.074,kW,66,-0.041,kW,0,0,0,0,0,0,0,0,2024-02-09 0:20:03,,
1707405652232,0,kW,,512,21,℃,-0.81,kW,66,0.003,kW,0,0,0,0,0,0,0,0,2024-02-09 0:20:52,,
1707405903215,0.085,kW,,512,21,℃,-0.258,kW,66,-0.001,kW,0,0,0,0,0,0,0,0,2024-02-09 0:25:03,,
1707405955134,0,kW,,512,21,℃,-1.251,kW,66,-0.011,kW,0,0,0,0,0,0,0,0,2024-02-09 0:25:55,,
1707406132389,0.077,kW,,512,21,℃,-0.331,kW,66,0.033,kW,0,0,0,0,0,0,0,0,2024-02-09 0:28:52,,
1707406203148,0,kW,,512,21,℃,-0.589,kW,66,-0.015,kW,0,0,0,0,0,0,0,0,2024-02-09 0:30:03,,
1707406251788,0,kW,,512,21,℃,-0.442,kW,66,0,kW,0,0,0,0,0,0,0,0,2024-02-09 0:30:51,,
1707406372312,0,kW,,512,21,℃,-0.479,kW,66,-0.143,kW,0,0,0,0,0,0,0,0,2024-02-09 0:32:52,,
1707406492736,0,kW,,512,21,℃,-0.184,kW,66,-0.003,kW,0,0,0,0,0,0,0,0,2024-02-09 0:34:52,,
1707406555097,0.125,kW,,512,21,℃,-0.037,kW,66,-0.013,kW,0,0,0,0,0,0,0,0,2024-02-09 0:35:55,,
1707406732864,0,kW,,512,21,℃,-0.11,kW,66,-0.038,kW,0,0,0,0,0,0,0,0,2024-02-09 0:38:52,,
1707406805164,0,kW,,512,21,℃,-0.588,kW,66,-0.001,kW,0,0,0,0,0,0,0,0,2024-02-09 0:40:05,,
1707406852368,0.074,kW,,512,21,℃,-0.405,kW,66,-0.006,kW,0,0,0,0,0,0,0,0,2024-02-09 0:40:52,,
1707406972483,0,kW,,512,21,℃,-0.588,kW,66,-0.079,kW,0,0,0,0,0,0,0,0,2024-02-09 0:42:52,,
1707407104785,0,kW,,512,20.9,℃,-0.147,kW,66,-0.071,kW,0,0,0,0,0,0,0,0,2024-02-09 0:45:04,,
1707407155164,0.126,kW,,512,20.9,℃,-0.257,kW,65,-0.056,kW,0,0,0,0,0,0,0,0,2024-02-09 0:45:55,,
1707407333143,0,kW,,512,20.9,℃,-0.404,kW,65,-0.128,kW,0,0,0,0,0,0,0,0,2024-02-09 0:48:53,,
1707407403489,0.116,kW,,512,20.9,℃,-0.037,kW,65,-0.005,kW,0,0,0,0,0,0,0,0,2024-02-09 0:50:03,,
1707407452846,0,kW,,512,20.9,℃,-0.772,kW,65,-0.05,kW,0,0,0,0,0,0,0,0,2024-02-09 0:50:52,,
1707407572554,0,kW,,512,20.9,℃,-0.184,kW,65,-0.044,kW,0,0,0,0,0,0,0,0,2024-02-09 0:52:52,,
1707407703521,0,kW,,512,20.8,℃,-0.551,kW,65,-0.024,kW,0,0,0,0,0,0,0,0,2024-02-09 0:55:03,,
1707407755139,0,kW,,512,20.8,℃,-0.588,kW,65,-0.045,kW,0,0,0,0,0,0,0,0,2024-02-09 0:55:55,,
1707407932388,0,kW,,512,20.8,℃,-0.661,kW,65,-0.027,kW,0,0,0,0,0,0,0,0,2024-02-09 0:58:52,,
1707408003249,0,kW,,512,20.8,℃,-0.698,kW,65,-0.012,kW,0,0,0,0,0,0,0,0,2024-02-09 1:00:03,,
1707408051889,0,kW,,512,20.8,℃,-1.064,kW,65,-0.024,kW,0,0,0,0,0,0,0,0,2024-02-09 1:00:51,,
1707408172726,0,kW,,512,20.8,℃,-1.064,kW,65,-0.024,kW,0,0,0,0,0,0,0,0,2024-02-09 1:02:52,,
1707408303188,0.112,kW,,512,20.8,℃,0,kW,65,-0.012,kW,0,0,0,0,0,0,0,0,2024-02-09 1:05:03,,
1707408355095,0,kW,,512,20.8,℃,-0.881,kW,65,-0.099,kW,0,0,0,0,0,0,0,0,2024-02-09 1:05:55,,
1707408532351,0,kW,,512,20.8,℃,-1.173,kW,65,-0.072,kW,0,0,0,0,0,0,0,0,2024-02-09 1:08:52,,
1707408603417,0,kW,,512,20.8,℃,-0.147,kW,65,-0.078,kW,0,0,0,0,0,0,0,0,2024-02-09 1:10:03,,
1707408652374,0,kW,,512,20.8,℃,-0.404,kW,65,-0.064,kW,0,0,0,0,0,0,0,0,2024-02-09 1:10:52,,
1707408772691,0,kW,,512,20.8,℃,0,kW,65,-0.011,kW,0,0,0,0,0,0,0,0,2024-02-09 1:12:52,,
1707408903656,0.113,kW,,512,20.7,℃,-0.037,kW,65,-0.007,kW,0,0,0,0,0,0,0,0,2024-02-09 1:15:03,,
1707408955162,0.072,kW,,512,20.7,℃,-0.624,kW,65,0.003,kW,0,0,0,0,0,0,0,0,2024-02-09 1:15:55,,
1707409132728,0,kW,,512,20.7,℃,-0.367,kW,64,-0.066,kW,0,0,0,0,0,0,0,0,2024-02-09 1:18:52,,
1707409203384,0,kW,,512,20.7,℃,-0.587,kW,64,-0.017,kW,0,0,0,0,0,0,0,0,2024-02-09 1:20:03,,
1707409252432,0,kW,,512,20.7,℃,-0.733,kW,64,0.017,kW,0,0,0,0,0,0,0,0,2024-02-09 1:20:52,,
1707409372546,0,kW,,512,20.7,℃,-0.587,kW,64,-0.095,kW,0,0,0,0,0,0,0,0,2024-02-09 1:22:52,,
1707409503006,0,kW,,512,20.6,℃,-0.257,kW,64,-0.096,kW,0,0,0,0,0,0,0,0,2024-02-09 1:25:03,,
1707409555129,0,kW,,512,20.6,℃,-0.733,kW,64,-0.043,kW,0,0,0,0,0,0,0,0,2024-02-09 1:25:55,,
1707409732193,0,kW,,512,20.6,℃,-0.477,kW,64,-0.043,kW,0,0,0,0,0,0,0,0,2024-02-09 1:28:52,,
1707409803212,0,kW,,512,20.6,℃,-0.183,kW,64,0.003,kW,0,0,0,0,0,0,0,0,2024-02-09 1:30:03,,
1707409851681,0,kW,,512,20.6,℃,-0.257,kW,64,-0.051,kW,0,0,0,0,0,0,0,0,2024-02-09 1:30:51,,
1707409972719,0.069,kW,,512,20.6,℃,-0.477,kW,64,-0.014,kW,0,0,0,0,0,0,0,0,2024-02-09 1:32:52,,
1707410103381,0,kW,,512,20.6,℃,-0.183,kW,64,-0.076,kW,0,0,0,0,0,0,0,0,2024-02-09 1:35:03,,
